,Training,Training,Training,Testing,Testing,Testing
,FPR,TPR,Threshold,FPR,TPR,Threshold
0,0.0,0.0,1.9586537485653825,0.0,0.0,1.8987797982078969
1,0.0,0.027777777777777776,0.9586537485653825,0.019230769230769232,0.0,0.898779798207897
2,0.0,0.08333333333333333,0.9080116803265575,0.038461538461538464,0.0,0.8915463572944786
3,0.012345679012345678,0.08333333333333333,0.8904479179249523,0.038461538461538464,0.047619047619047616,0.8583280723352984
4,0.012345679012345678,0.1111111111111111,0.8833534884446371,0.11538461538461539,0.047619047619047616,0.7345349749881289
5,0.024691358024691357,0.1111111111111111,0.8784975468229319,0.11538461538461539,0.14285714285714285,0.7132957478204014
6,0.024691358024691357,0.16666666666666666,0.8677040856321787,0.1346153846153846,0.14285714285714285,0.7119744824922749
7,0.037037037037037035,0.16666666666666666,0.8513715008184607,0.1346153846153846,0.19047619047619047,0.6662880123268135
8,0.037037037037037035,0.3055555555555556,0.7679560557670165,0.15384615384615385,0.19047619047619047,0.661943643637434
9,0.09876543209876543,0.3055555555555556,0.688968898615191,0.15384615384615385,0.23809523809523808,0.657879550357856
10,0.09876543209876543,0.3888888888888889,0.6758535877346513,0.21153846153846154,0.23809523809523808,0.6083399830644992
11,0.12345679012345678,0.3888888888888889,0.6661832104612312,0.21153846153846154,0.3333333333333333,0.5874850134594821
12,0.12345679012345678,0.4444444444444444,0.6567997755353027,0.2692307692307692,0.3333333333333333,0.5503485305691562
13,0.13580246913580246,0.4444444444444444,0.6535454148790091,0.2692307692307692,0.38095238095238093,0.5476580143155295
14,0.13580246913580246,0.5,0.6408362646144458,0.3076923076923077,0.38095238095238093,0.5299791087667743
15,0.1728395061728395,0.5,0.6226228184302504,0.3076923076923077,0.42857142857142855,0.5278318546795319
16,0.1728395061728395,0.5277777777777778,0.6078842187757172,0.36538461538461536,0.42857142857142855,0.5008401233668206
17,0.18518518518518517,0.5277777777777778,0.606275870321346,0.36538461538461536,0.5238095238095238,0.497825794908287
18,0.18518518518518517,0.6111111111111112,0.5770873643631059,0.38461538461538464,0.5238095238095238,0.49552336766014
19,0.19753086419753085,0.6111111111111112,0.5666413116427682,0.38461538461538464,0.5714285714285714,0.4883740924186104
20,0.19753086419753085,0.6388888888888888,0.5646664987239244,0.4230769230769231,0.5714285714285714,0.4813554217770906
21,0.2222222222222222,0.6388888888888888,0.5621778270271457,0.4230769230769231,0.6666666666666666,0.47344811075703
22,0.2222222222222222,0.6666666666666666,0.5584080459133343,0.4423076923076923,0.6666666666666666,0.469496521646611
23,0.2345679012345679,0.6666666666666666,0.5505982818538256,0.4423076923076923,0.7619047619047619,0.4530376512757793
24,0.2345679012345679,0.6944444444444444,0.5502366157489996,0.46153846153846156,0.7619047619047619,0.4480197634608957
25,0.2716049382716049,0.6944444444444444,0.5258150611001912,0.46153846153846156,0.8571428571428571,0.4329922788348266
26,0.2716049382716049,0.7777777777777778,0.48725650024600586,0.5384615384615384,0.8571428571428571,0.4139329622485965
27,0.345679012345679,0.7777777777777778,0.46747510647601465,0.5384615384615384,0.9047619047619048,0.3982723768183162
28,0.345679012345679,0.8055555555555556,0.45916015145108946,0.6923076923076923,0.9047619047619048,0.35128403923548646
29,0.3950617283950617,0.8055555555555556,0.436003396427369,0.6923076923076923,0.9523809523809523,0.3456438250040391
30,0.3950617283950617,0.8333333333333334,0.4313430711206088,0.8653846153846154,0.9523809523809523,0.2206968236827456
31,0.4444444444444444,0.8333333333333334,0.41169432648519994,0.8653846153846154,1.0,0.20475858760989965
32,0.4444444444444444,0.8611111111111112,0.4084333310565226,1.0,1.0,0.07467807267623613
33,0.5061728395061729,0.8611111111111112,0.37371246869179886,,,
34,0.5061728395061729,0.8888888888888888,0.3704734460134708,,,
35,0.5802469135802469,0.8888888888888888,0.3560147363093067,,,
36,0.5802469135802469,0.9166666666666666,0.34959500670302357,,,
37,0.6419753086419753,0.9166666666666666,0.32588944982451007,,,
38,0.6419753086419753,0.9444444444444444,0.3222062003943486,,,
39,0.8518518518518519,0.9444444444444444,0.1953115306014509,,,
40,0.8518518518518519,0.9722222222222222,0.19298562020134793,,,
41,0.9012345679012346,0.9722222222222222,0.16244321818134805,,,
42,0.9012345679012346,1.0,0.15408745189398898,,,
43,1.0,1.0,0.03613966040644779,,,
