,Prob true,Prob pred,Cohort
0,0.0,0.12717684130315257,Training
1,0.13793103448275862,0.29656272679347245,Training
2,0.37142857142857144,0.5055159708279353,Training
3,0.4634146341463415,0.6839983052149154,Training
0,0.125,0.0967718148817389,Testing
1,0.0,0.31614828505093595,Testing
2,0.2903225806451613,0.5145753908416191,Testing
3,0.4782608695652174,0.6756869930243607,Testing
