,Training,Training,Training,Testing,Testing,Testing
,FPR,TPR,Threshold,FPR,TPR,Threshold
0,0.0,0.0,1.791655726403289,0.0,0.0,1.7595815780254447
1,0.0,0.027777777777777776,0.791655726403289,0.0,0.047619047619047616,0.7595815780254447
2,0.037037037037037035,0.027777777777777776,0.7660220157026352,0.019230769230769232,0.047619047619047616,0.7466315289138001
3,0.037037037037037035,0.08333333333333333,0.7386221261110211,0.019230769230769232,0.14285714285714285,0.7336059801828984
4,0.04938271604938271,0.08333333333333333,0.727570405995838,0.038461538461538464,0.14285714285714285,0.7141587057382109
5,0.04938271604938271,0.1388888888888889,0.7218913854353566,0.038461538461538464,0.19047619047619047,0.707062289376353
6,0.06172839506172839,0.1388888888888889,0.7180753437886243,0.057692307692307696,0.19047619047619047,0.7044526283322775
7,0.06172839506172839,0.2222222222222222,0.7138117938471964,0.057692307692307696,0.23809523809523808,0.6999924463627372
8,0.07407407407407407,0.2222222222222222,0.711961335934905,0.07692307692307693,0.23809523809523808,0.6750760436345192
9,0.07407407407407407,0.25,0.7110023971698534,0.07692307692307693,0.3333333333333333,0.6684554778025095
10,0.13580246913580246,0.25,0.688311666205956,0.09615384615384616,0.3333333333333333,0.6660339935611964
11,0.13580246913580246,0.3611111111111111,0.6683421057310426,0.09615384615384616,0.42857142857142855,0.6567055233756185
12,0.14814814814814814,0.3611111111111111,0.6622139453627384,0.25,0.42857142857142855,0.5997806297044584
13,0.14814814814814814,0.3888888888888889,0.6598687457990388,0.25,0.5238095238095238,0.5966339627646512
14,0.16049382716049382,0.3888888888888889,0.6596457360083033,0.3076923076923077,0.5238095238095238,0.5810791590224694
15,0.16049382716049382,0.4166666666666667,0.6595645232464465,0.3076923076923077,0.7619047619047619,0.5654836200021318
16,0.18518518518518517,0.4166666666666667,0.6529814118492561,0.3269230769230769,0.7619047619047619,0.56515674101285
17,0.18518518518518517,0.4444444444444444,0.6424146075233287,0.3269230769230769,0.8095238095238095,0.5613376939956986
18,0.24691358024691357,0.4444444444444444,0.626243905696256,0.34615384615384615,0.8095238095238095,0.5591745556856186
19,0.24691358024691357,0.5277777777777778,0.6053930880005349,0.34615384615384615,0.8571428571428571,0.5573822288872938
20,0.2716049382716049,0.5277777777777778,0.600108275057722,0.40384615384615385,0.8571428571428571,0.5339717296741794
21,0.2716049382716049,0.6388888888888888,0.5937642905824339,0.40384615384615385,0.9047619047619048,0.5114570821027621
22,0.2962962962962963,0.6388888888888888,0.5883447881669862,0.5192307692307693,0.9047619047619048,0.4553103150805261
23,0.2962962962962963,0.6666666666666666,0.5798242804172037,0.5192307692307693,0.9523809523809523,0.4450952305645515
24,0.30864197530864196,0.6666666666666666,0.5795377916690503,0.8653846153846154,0.9523809523809523,0.21883079722379137
25,0.30864197530864196,0.6944444444444444,0.574838733206913,0.8653846153846154,1.0,0.1818828732333808
26,0.37037037037037035,0.6944444444444444,0.5341642520229988,1.0,1.0,0.04425731893991612
27,0.37037037037037035,0.7222222222222222,0.5311384646798694,,,
28,0.43209876543209874,0.7222222222222222,0.48649990730167864,,,
29,0.43209876543209874,0.75,0.4784762696243313,,,
30,0.4444444444444444,0.75,0.46975832633035386,,,
31,0.4444444444444444,0.7777777777777778,0.46030228726511707,,,
32,0.4691358024691358,0.7777777777777778,0.45204809222333814,,,
33,0.4691358024691358,0.8611111111111112,0.44238752623144395,,,
34,0.5432098765432098,0.8611111111111112,0.41661546581136033,,,
35,0.5432098765432098,0.8888888888888888,0.4106613901149344,,,
36,0.5679012345679012,0.8888888888888888,0.3986687175676563,,,
37,0.5679012345679012,0.9166666666666666,0.3890507021213175,,,
38,0.7407407407407407,0.9166666666666666,0.29112890060035496,,,
39,0.7407407407407407,0.9444444444444444,0.27484464227215655,,,
40,0.7777777777777778,0.9444444444444444,0.24706798946532393,,,
41,0.7777777777777778,0.9722222222222222,0.24704511529159576,,,
42,0.7901234567901234,0.9722222222222222,0.24583023773393642,,,
43,0.7901234567901234,1.0,0.23778370373585148,,,
44,1.0,1.0,0.04686415697869477,,,
