,Training,Training,Training,Testing,Testing,Testing
,FPR,TPR,Threshold,FPR,TPR,Threshold
0,0.0,0.0,1.9680873312556142,0.0,0.0,1.9363551931702228
1,0.0,0.027777777777777776,0.9680873312556142,0.019230769230769232,0.0,0.9363551931702226
2,0.0,0.08333333333333333,0.910475003966413,0.07692307692307693,0.0,0.8516591918492787
3,0.012345679012345678,0.08333333333333333,0.9036179011325661,0.07692307692307693,0.047619047619047616,0.8499995031426888
4,0.012345679012345678,0.16666666666666666,0.8646468229867214,0.09615384615384616,0.047619047619047616,0.7614030796319762
5,0.037037037037037035,0.16666666666666666,0.8475355211232772,0.09615384615384616,0.14285714285714285,0.7227857768710375
6,0.037037037037037035,0.2777777777777778,0.7982392909310135,0.11538461538461539,0.14285714285714285,0.7114680275659242
7,0.07407407407407407,0.2777777777777778,0.7588396141073814,0.11538461538461539,0.19047619047619047,0.7067429574022563
8,0.07407407407407407,0.3611111111111111,0.6921110808500922,0.17307692307692307,0.19047619047619047,0.656729420038842
9,0.08641975308641975,0.3611111111111111,0.6792787488419847,0.17307692307692307,0.23809523809523808,0.6544114501536561
10,0.08641975308641975,0.4444444444444444,0.6714459323371732,0.21153846153846154,0.23809523809523808,0.6429440544342381
11,0.1111111111111111,0.4444444444444444,0.6359908612720994,0.21153846153846154,0.3333333333333333,0.5586754068909169
12,0.1111111111111111,0.4722222222222222,0.6359802039295542,0.23076923076923078,0.3333333333333333,0.5381247581218215
13,0.12345679012345678,0.4722222222222222,0.6274216235322855,0.23076923076923078,0.38095238095238093,0.5342637691632635
14,0.12345679012345678,0.5277777777777778,0.617141223490769,0.2692307692307692,0.38095238095238093,0.5201383541967194
15,0.13580246913580246,0.5277777777777778,0.6147584258940676,0.2692307692307692,0.42857142857142855,0.517953657168063
16,0.13580246913580246,0.5555555555555556,0.6099979764031918,0.34615384615384615,0.42857142857142855,0.4975665838686111
17,0.16049382716049382,0.5555555555555556,0.5897748161705979,0.34615384615384615,0.47619047619047616,0.4962883394274014
18,0.16049382716049382,0.5833333333333334,0.5893103278433958,0.40384615384615385,0.47619047619047616,0.4853283531078084
19,0.2345679012345679,0.5833333333333334,0.5574032352615301,0.40384615384615385,0.5238095238095238,0.47869542968868395
20,0.2345679012345679,0.6111111111111112,0.5558922424043035,0.4423076923076923,0.5238095238095238,0.46397184357641197
21,0.2962962962962963,0.6111111111111112,0.5407539011073679,0.4423076923076923,0.5714285714285714,0.46348998009393394
22,0.2962962962962963,0.75,0.48912567835243326,0.46153846153846156,0.5714285714285714,0.460363580291038
23,0.37037037037037035,0.75,0.4627218994380771,0.46153846153846156,0.6190476190476191,0.4593633440521209
24,0.37037037037037035,0.7777777777777778,0.4570063794769488,0.5,0.6190476190476191,0.4341239858839692
25,0.41975308641975306,0.7777777777777778,0.4202117155588041,0.5,0.7142857142857143,0.4309050554130106
26,0.41975308641975306,0.8055555555555556,0.4101183441282894,0.5384615384615384,0.7142857142857143,0.4123304353694928
27,0.4444444444444444,0.8055555555555556,0.4007274224905341,0.5384615384615384,0.8571428571428571,0.3876372693422727
28,0.4444444444444444,0.8333333333333334,0.399695782833254,0.6538461538461539,0.8571428571428571,0.3694152078964727
29,0.4691358024691358,0.8333333333333334,0.38096957778237084,0.6538461538461539,0.9047619047619048,0.36932122981549553
30,0.4691358024691358,0.8611111111111112,0.3769066403945396,0.6730769230769231,0.9047619047619048,0.3664510844445673
31,0.5061728395061729,0.8611111111111112,0.35889614694649996,0.6730769230769231,0.9523809523809523,0.36562379816628493
32,0.5061728395061729,0.8888888888888888,0.35789759250401293,0.8269230769230769,0.9523809523809523,0.2554456834863303
33,0.6296296296296297,0.8888888888888888,0.3223764318440089,0.8269230769230769,1.0,0.24287872268558278
34,0.6296296296296297,0.9166666666666666,0.32132007809338115,1.0,1.0,0.08778563774273078
35,0.6419753086419753,0.9166666666666666,0.3170173778080143,,,
36,0.6419753086419753,0.9444444444444444,0.31277976346071434,,,
37,0.6666666666666666,0.9444444444444444,0.3098489667385562,,,
38,0.6666666666666666,0.9722222222222222,0.30161196679584895,,,
39,0.8395061728395061,0.9722222222222222,0.20439305502529662,,,
40,0.8395061728395061,1.0,0.19064399353360198,,,
41,1.0,1.0,0.05151890620111543,,,
