,Prob true,Prob pred,Cohort
0,0.07142857142857142,0.13436379159411413,Training
1,0.15789473684210525,0.305918808611543,Training
2,0.2727272727272727,0.5085178349396329,Training
3,0.55,0.6775577038078235,Training
4,0.75,0.8777506134105452,Training
0,0.0,0.12871149193965414,Testing
1,0.2962962962962963,0.32664558280945905,Testing
2,0.34782608695652173,0.46401259974266634,Testing
3,0.4,0.6681249384885112,Testing
4,0.2,0.8688915481501926,Testing
