test-retest_ICC_average,perturbation_ICC_average,test-retest_vs_perturbation_ICC,test-retest>0.5,perturbation>0.5,tr+p+>0.5,tr+p->0.5,tr-p+>0.5,tr-p->0.5,test-retest>0.75,perturbation>0.75,tr+p+>0.75,tr+p->0.75,tr-p+>0.75,tr-p->0.75,test-retest>0.9,perturbation>0.9,tr+p+>0.9,tr+p->0.9,tr-p+>0.9,tr-p->0.9,test-retest>0.95,perturbation>0.95,tr+p+>0.95,tr+p->0.95,tr-p+>0.95,tr-p->0.95
0.5485920249494349,0.7338509544411489,6.442220809382829e-293,808.0,1152.0,796.0,12.0,356.0,152.0,248.0,787.0,231.0,17.0,556.0,512.0,54.0,226.0,51.0,3.0,175.0,1087.0,19.0,103.0,15.0,4.0,88.0,1209.0
,,,0.6139817629179332,0.8753799392097265,0.6048632218844985,0.00911854103343465,0.270516717325228,0.11550151975683891,0.1884498480243161,0.5980243161094225,0.17553191489361702,0.012917933130699088,0.42249240121580545,0.3890577507598784,0.041033434650455926,0.1717325227963526,0.03875379939209726,0.0022796352583586625,0.13297872340425532,0.8259878419452887,0.014437689969604863,0.07826747720364742,0.011398176291793313,0.00303951367781155,0.0668693009118541,0.918693009118541
