Training perturbation,Test-retest,Diff,Diff > 0
0.941830869,0.612634269,0.3291966,1
0.444153042,0.279725763,0.164427279,1
0.726084615,0.575231678,0.150852937,1
0.8368699,0.694614278,0.142255622,1
0.678636486,0.869449794,-0.190813308,0
0.822847503,0.870733498,-0.047885995,0
0.481436801,0.697751421,-0.21631462,0
0.682217754,0.689701033,-0.007483279,0
0.937965045,0.622074518,0.315890527,1
0.690950509,0.697113757,-0.006163248,0
0.304766392,0.273479593,0.031286799,1
0.404420518,0.670060069,-0.265639551,0
0.755384413,0.583897305,0.171487108,1
0.226093191,0.642663958,-0.416570767,0
0.223891774,0.395678161,-0.171786387,0
0.586736415,0.542106498,0.044629917,1
0.304191658,0.769262381,-0.465070723,0
0.722939542,0.535916895,0.187022647,1
0.73070692,0.556433308,0.174273612,1
0.633901404,0.488884331,0.145017073,1
0.789898365,0.600235958,0.189662407,1
0.796014086,0.596369971,0.199644115,1
0.695694174,0.53013243,0.165561744,1
0.803942368,0.616408033,0.187534335,1
0.803016515,0.615875067,0.187141448,1
0.746011286,0.562635167,0.183376119,1
0.793896147,0.603854948,0.190041199,1
0.803075943,0.600971872,0.202104071,1
0.808359347,0.585001731,0.223357616,1
0.589910362,0.381621508,0.208288854,1
0.229907903,0.360349022,-0.130441119,0
0.683430645,0.557828086,0.125602559,1
0.777538263,0.580145902,0.197392361,1
0.528445683,0.296803604,0.231642079,1
0.72644543,0.583988016,0.142457414,1
0.229907903,0.360349022,-0.130441119,0
0.778173001,0.571862298,0.206310703,1
0.731464779,0.542782544,0.188682235,1
0.984047363,0.957529526,0.026517837,1
0.76594773,0.552550726,0.213397004,1
0.778536408,0.562769365,0.215767043,1
0.223724989,0.392341121,-0.168616132,0
0.645764731,0.689281227,-0.043516496,0
0.333189542,0.473316503,-0.140126961,0
0.369359526,0.064177269,0.305182257,1
0.229407287,0.055248538,0.174158749,1
0.706562458,0.361792362,0.344770096,1
0.933536329,0.703769809,0.22976652,1
0.834528536,0.66370706,0.170821476,1
0.841284806,0.677423863,0.163860943,1
0.612982012,0.716215705,-0.103233693,0
0.830651009,0.644045084,0.186605925,1
0.37313118,0.451537273,-0.078406093,0
0.254898827,0.089826958,0.165071869,1
0.935037539,0.761276633,0.173760906,1
0.640639079,0.417798638,0.222840441,1
0.703000164,0.452637411,0.250362753,1
0.207560589,0.34362562,-0.136065031,0
0.847844633,0.770849597,0.076995036,1
0.532567305,0.677034179,-0.144466874,0
0.91988358,0.400108626,0.519774954,1
0.318990611,0.095787478,0.223203133,1
0.714428153,0.443800728,0.270627425,1
0.73245181,0.580884878,0.151566932,1
0.711219802,0.558025537,0.153194265,1
0.34525609,0.359054012,-0.013797922,0
0.39493796,0.053661323,0.341276637,1
0.811060623,0.579229225,0.231831398,1
0.847084794,0.649747228,0.197337566,1
0.847899795,0.772508403,0.075391392,1
0.686380393,0.359142067,0.327238326,1
0.72363214,0.829020892,-0.105388752,0
0.792185221,0.663153363,0.129031858,1
0.814805122,0.688435909,0.126369213,1
0.971118826,0.934429701,0.036689125,1
0.78161343,0.566203575,0.215409855,1
0.226165979,0.396630678,-0.170464699,0
0.829260068,0.668179536,0.161080532,1
0.48821515,0.544227814,-0.056012664,0
0.441920241,0.052648938,0.389271303,1
0.222684301,0.055673929,0.167010372,1
0.836701635,0.646551271,0.190150364,1
0.765300264,0.576438702,0.188861562,1
0.679410999,0.659701172,0.019709827,1
0.914020959,0.827785211,0.086235748,1
0.964639933,0.853411098,0.111228835,1
0.636913741,0.474708989,0.162204752,1
0.789036485,0.589228999,0.199807486,1
0.884425776,0.663704583,0.220721193,1
0.784241516,0.534552787,0.249688729,1
0.864392945,0.37907463,0.485318315,1
0.94342772,0.480107207,0.463320513,1
0.774322286,0.551826112,0.222496174,1
0.920762653,0.526106041,0.394656612,1
0.468869567,0.728286477,-0.25941691,0
0.725084008,0.712000252,0.013083756,1
0.830494554,0.623210154,0.2072844,1
0.503633338,0.675716263,-0.172082925,0
0.644238368,0.697232022,-0.052993654,0
0.60816504,0.662527444,-0.054362404,0
0.710526114,0.731957447,-0.021431333,0
0.918075411,0.497378261,0.42069715,1
0.724567152,0.772286351,-0.047719199,0
0.238820239,-0.008116439,0.246936678,1
0.94342772,0.480107207,0.463320513,1
0.738747709,0.681070029,0.05767768,1
0.653970771,0.617561611,0.03640916,1
0.214926752,-0.04507647,0.260003222,1
0.637040504,0.245999449,0.391041055,1
0.200288708,0.135945797,0.064342911,1
0.726723948,0.407120937,0.319603011,1
0.728354792,0.42611832,0.302236472,1
0.523503602,0.601560022,-0.07805642,0
0.771038477,0.490357861,0.280680616,1
0.77163566,0.524072446,0.247563214,1
