,ICC,Lower,Higher
log-sigma-2-mm-3D_glrlm_RunLengthNonUniformity_32_binCount,0.9727249993490977,0.9704558085364346,0.9748221361871946
log-sigma-2-mm-3D_glrlm_RunLengthNonUniformityNormalized_32_binCount,0.8659097297603366,0.8554059198655194,0.8757017093573413
log-sigma-2-mm-3D_glrlm_RunPercentage_32_binCount,0.8754336870561337,0.8656221278125988,0.8845732560280264
log-sigma-2-mm-3D_glrlm_RunVariance_32_binCount,0.8487754365728734,0.837045382667565,0.8597256030439837
log-sigma-2-mm-3D_glrlm_ShortRunEmphasis_32_binCount,0.8648852927991616,0.8543074572762421,0.8747470951355628
log-sigma-2-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_32_binCount,0.4921697871646971,0.46085013089796567,0.5222653996669523
log-sigma-2-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_32_binCount,0.5533613599049152,0.5246050481562937,0.5808561656672677
log-sigma-2-mm-3D_glszm_GrayLevelNonUniformity_32_binCount,0.962507348879007,0.9594054196269352,0.9653764410445501
log-sigma-2-mm-3D_glszm_GrayLevelNonUniformityNormalized_32_binCount,0.6610868265900345,0.6376522025502207,0.6832989873291032
log-sigma-2-mm-3D_glszm_GrayLevelVariance_32_binCount,0.6699762673058549,0.6470228934159006,0.6917162681279463
log-sigma-2-mm-3D_glszm_HighGrayLevelZoneEmphasis_32_binCount,0.3992801183375527,0.364668587084808,0.4327900340733229
log-sigma-2-mm-3D_glszm_LargeAreaEmphasis_32_binCount,0.9301347956913338,0.9244576288922107,0.9353996333911212
log-sigma-2-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_32_binCount,0.8797221789482146,0.870223999672297,0.888566617322119
log-sigma-2-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_32_binCount,0.9642488968119428,0.9612882557234761,0.9669869253058869
log-sigma-2-mm-3D_glszm_LowGrayLevelZoneEmphasis_32_binCount,0.5391888348515397,0.5098147240472751,0.5673073867607634
log-sigma-2-mm-3D_glszm_SizeZoneNonUniformity_32_binCount,0.8072711618601325,0.7926824671956382,0.8209358001350312
log-sigma-2-mm-3D_glszm_SizeZoneNonUniformityNormalized_32_binCount,0.7227212285933228,0.7027845839993073,0.7415235182438064
log-sigma-2-mm-3D_glszm_SmallAreaEmphasis_32_binCount,0.6928318826951907,0.6711553937900078,0.7133245141780815
log-sigma-2-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_32_binCount,0.4980858647817446,0.46699464106614086,0.5279469785304799
log-sigma-2-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_32_binCount,0.456002542808532,0.4233215096907835,0.4874992704112724
log-sigma-2-mm-3D_glszm_ZoneEntropy_32_binCount,0.8434916642595659,0.8313830731883498,0.8547992525184042
log-sigma-2-mm-3D_glszm_ZonePercentage_32_binCount,0.8721427614973131,0.8620896518259292,0.881509653088921
log-sigma-2-mm-3D_glszm_ZoneVariance_32_binCount,0.9302161696620278,0.9245453580888365,0.93547507917247
log-sigma-2-mm-3D_gldm_DependenceEntropy_32_binCount,0.8332805743794015,0.8204655567609983,0.8452586433555833
log-sigma-2-mm-3D_gldm_DependenceNonUniformity_32_binCount,0.9947125827020712,0.994267398090307,0.9951232829153271
log-sigma-2-mm-3D_gldm_DependenceNonUniformityNormalized_32_binCount,0.8539166728229861,0.8425513256678109,0.8645219405013325
log-sigma-2-mm-3D_gldm_DependenceVariance_32_binCount,0.8656391592824799,0.8551157287444223,0.8754496357027739
log-sigma-2-mm-3D_gldm_GrayLevelNonUniformity_32_binCount,0.9858352899713423,0.9846482876222606,0.9869311174066299
log-sigma-2-mm-3D_gldm_GrayLevelVariance_32_binCount,0.7815752205034661,0.7652942893761749,0.796856754314218
log-sigma-2-mm-3D_gldm_HighGrayLevelEmphasis_32_binCount,0.43793620232188385,0.40460773795115856,0.4701033322806713
log-sigma-2-mm-3D_gldm_LargeDependenceEmphasis_32_binCount,0.8739923950532018,0.8640755264705334,0.8832311391923081
log-sigma-2-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_32_binCount,0.710588942071237,0.6899399965435193,0.7300825447078608
log-sigma-2-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_32_binCount,0.4919195390908647,0.46058655231493095,0.5220281905149596
log-sigma-2-mm-3D_gldm_LowGrayLevelEmphasis_32_binCount,0.4947039720502671,0.46347487761120737,0.524705350624432
log-sigma-2-mm-3D_gldm_SmallDependenceEmphasis_32_binCount,0.8601858936466293,0.8492683702314778,0.870368071505266
log-sigma-2-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_32_binCount,0.8905296348609957,0.8818311369464148,0.8986223178194469
log-sigma-2-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_32_binCount,0.7320785381968458,0.7127056818534516,0.7503356525639344
log-sigma-2-mm-3D_ngtdm_Busyness_32_binCount,0.9950992976830201,0.9946865437984044,0.9954800614020897
log-sigma-2-mm-3D_ngtdm_Coarseness_32_binCount,0.9679836593569535,0.9653270673351526,0.9704397865638216
log-sigma-2-mm-3D_ngtdm_Complexity_32_binCount,0.7232471843652213,0.7033411695612162,0.7420197028328962
log-sigma-2-mm-3D_ngtdm_Contrast_32_binCount,0.8082180476566033,0.7936922914037035,0.8218226178913581
log-sigma-2-mm-3D_ngtdm_Strength_32_binCount,0.8850118943149272,0.8759039424525422,0.8934893359096945
log-sigma-3-mm-3D_firstorder_10Percentile_32_binCount,0.848217951055813,0.8364490183646708,0.8592049785854867
log-sigma-3-mm-3D_firstorder_90Percentile_32_binCount,0.976380701587627,0.9744116565774509,0.9781999033260805
log-sigma-3-mm-3D_firstorder_Energy_32_binCount,0.9943986973438178,0.9939271573992651,0.9948337214105889
log-sigma-3-mm-3D_firstorder_Entropy_32_binCount,0.8220544836581407,0.8084664002594559,0.8347666594420894
log-sigma-3-mm-3D_firstorder_InterquartileRange_32_binCount,0.8890495760065211,0.8802411182208285,0.897245570688582
log-sigma-3-mm-3D_firstorder_Kurtosis_32_binCount,0.5996453961239792,0.5730511965039284,0.624977836147487
log-sigma-3-mm-3D_firstorder_Maximum_32_binCount,0.9458889552270879,0.9414535314563109,0.9499970376585305
log-sigma-3-mm-3D_firstorder_MeanAbsoluteDeviation_32_binCount,0.8773880256857504,0.8677193707135805,0.8863930273907733
log-sigma-3-mm-3D_firstorder_Mean_32_binCount,0.9544631815701105,0.9507124399033737,0.9579346506044507
log-sigma-3-mm-3D_firstorder_Median_32_binCount,0.9670036158440517,0.964266882583168,0.9695339973009999
log-sigma-3-mm-3D_firstorder_Minimum_32_binCount,0.7586256949560876,0.7408823783269415,0.77531080266871
log-sigma-3-mm-3D_firstorder_Range_32_binCount,0.8435987545136626,0.8315038924496957,0.8548942345971895
log-sigma-3-mm-3D_firstorder_RobustMeanAbsoluteDeviation_32_binCount,0.8901560116528413,0.8814303406317326,0.8982743081113898
log-sigma-3-mm-3D_firstorder_RootMeanSquared_32_binCount,0.9541752306428607,0.9504015530754109,0.9576680339805025
log-sigma-3-mm-3D_firstorder_Skewness_32_binCount,0.5238813682684553,0.493845746595634,0.5526681127519601
log-sigma-3-mm-3D_firstorder_TotalEnergy_32_binCount,0.9943986973438178,0.9939271573992651,0.9948337214105889
log-sigma-3-mm-3D_firstorder_Uniformity_32_binCount,0.8323412526278237,0.8194605682110699,0.8443815424295835
log-sigma-3-mm-3D_firstorder_Variance_32_binCount,0.7954840001701539,0.7801127527917783,0.8098955395169412
log-sigma-3-mm-3D_glcm_Autocorrelation_32_binCount,0.5799709592595413,0.5524364408265257,0.6062410843568724
log-sigma-3-mm-3D_glcm_ClusterProminence_32_binCount,0.7559856980683773,0.7380797281707367,0.7728276785747769
log-sigma-3-mm-3D_glcm_ClusterShade_32_binCount,0.7147495672849685,0.6943424959159983,0.7340080926645381
log-sigma-3-mm-3D_glcm_ClusterTendency_32_binCount,0.7901799500924783,0.7744594642850718,0.8049251801136297
log-sigma-3-mm-3D_glcm_Contrast_32_binCount,0.8355202223288358,0.822860239989624,0.8473511690293541
log-sigma-3-mm-3D_glcm_Correlation_32_binCount,0.6968682776072584,0.6754263214312145,0.7171330757621661
log-sigma-3-mm-3D_glcm_DifferenceAverage_32_binCount,0.861868333967733,0.8510715901001212,0.8719364828305106
log-sigma-3-mm-3D_glcm_DifferenceEntropy_32_binCount,0.850358943484847,0.8387405790370077,0.8612033975837724
log-sigma-3-mm-3D_glcm_DifferenceVariance_32_binCount,0.8050283427641307,0.7902901812177204,0.8188355697535751
log-sigma-3-mm-3D_glcm_Id_32_binCount,0.874353992577813,0.8644622329110678,0.8835689042021326
log-sigma-3-mm-3D_glcm_Idm_32_binCount,0.8714991801265285,0.8613992960531547,0.880910155597617
log-sigma-3-mm-3D_glcm_Idmn_32_binCount,0.8390259824828642,0.8266103388635662,0.8506252904844467
log-sigma-3-mm-3D_glcm_Idn_32_binCount,0.8640696409552593,0.8534314031838794,0.8739882074372057
log-sigma-3-mm-3D_glcm_Imc1_32_binCount,0.7960233312938279,0.7806869900745892,0.8104014283099906
log-sigma-3-mm-3D_glcm_Imc2_32_binCount,0.7255489446674649,0.7057829084496515,0.7441863080573752
log-sigma-3-mm-3D_glcm_InverseVariance_32_binCount,0.8025226382225208,0.7876161859015824,0.8164902148821254
log-sigma-3-mm-3D_glcm_JointAverage_32_binCount,0.5738435092302111,0.5460230828028757,0.6003996434856891
log-sigma-3-mm-3D_glcm_JointEnergy_32_binCount,0.8420852234151278,0.8298833752856721,0.8534819211424223
log-sigma-3-mm-3D_glcm_JointEntropy_32_binCount,0.8109795100004645,0.7966397077539777,0.8244069520488891
log-sigma-3-mm-3D_glcm_MCC_32_binCount,0.5040552899881939,0.47321415493249525,0.5336630165313151
log-sigma-3-mm-3D_glcm_MaximumProbability_32_binCount,0.8283673866702382,0.8152120173686292,0.8406683818268266
log-sigma-3-mm-3D_glcm_SumAverage_32_binCount,0.573843507794091,0.5460230813002753,0.600399642116146
log-sigma-3-mm-3D_glcm_SumEntropy_32_binCount,0.8052063258234926,0.7904795932613301,0.8190025871644669
log-sigma-3-mm-3D_glcm_SumSquares_32_binCount,0.7986325743275229,0.7834686556088319,0.8128460001509848
log-sigma-3-mm-3D_glrlm_GrayLevelNonUniformity_32_binCount,0.9973411255059644,0.9971169118174834,0.9975479238726391
log-sigma-3-mm-3D_glrlm_GrayLevelNonUniformityNormalized_32_binCount,0.8280271775748337,0.8148484479186247,0.8403503658183086
log-sigma-3-mm-3D_glrlm_GrayLevelVariance_32_binCount,0.8172246855674955,0.8033075474188929,0.830249798952241
log-sigma-3-mm-3D_glrlm_HighGrayLevelRunEmphasis_32_binCount,0.5642143339115443,0.5359498168129478,0.5912153537599604
log-sigma-3-mm-3D_glrlm_LongRunEmphasis_32_binCount,0.9063919373275905,0.8988864418492608,0.9133657244052564
log-sigma-3-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_32_binCount,0.7822173950018222,0.7659771322440111,0.797459847330148
log-sigma-3-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_32_binCount,0.6462863816343143,0.6220607843048704,0.6692757759747678
log-sigma-3-mm-3D_glrlm_LowGrayLevelRunEmphasis_32_binCount,0.6595223026774769,0.6360013349121295,0.6818189073878089
log-sigma-3-mm-3D_glrlm_RunEntropy_32_binCount,0.6794833682532169,0.6570560059617399,0.7007088627493526
log-sigma-3-mm-3D_glrlm_RunLengthNonUniformity_32_binCount,0.976703075973212,0.9747605028570054,0.9784977651108053
log-sigma-3-mm-3D_glrlm_RunLengthNonUniformityNormalized_32_binCount,0.901372064320436,0.8934866670883586,0.9087018385859855
log-sigma-3-mm-3D_glrlm_RunPercentage_32_binCount,0.9110723418023933,0.9039235067113068,0.9177122531888084
log-sigma-3-mm-3D_glrlm_RunVariance_32_binCount,0.9099580917042397,0.902724026845759,0.9166777439738127
log-sigma-3-mm-3D_glrlm_ShortRunEmphasis_32_binCount,0.9047086526913382,0.8970755536419173,0.9118019824015338
log-sigma-3-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_32_binCount,0.5950810473193769,0.5682663325732911,0.6206330933009849
log-sigma-3-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_32_binCount,0.6830206252931899,0.6607909627297391,0.7040530023893349
log-sigma-3-mm-3D_glszm_GrayLevelNonUniformity_32_binCount,0.9656647165600868,0.9628191026171141,0.9682960643715067
log-sigma-3-mm-3D_glszm_GrayLevelNonUniformityNormalized_32_binCount,0.6906282638541398,0.6688267909985446,0.711242749176003
log-sigma-3-mm-3D_glszm_GrayLevelVariance_32_binCount,0.7159552949258869,0.6956176317024056,0.735146252475294
log-sigma-3-mm-3D_glszm_HighGrayLevelZoneEmphasis_32_binCount,0.5061176164308244,0.475346480323202,0.5356517165172584
log-sigma-3-mm-3D_glszm_LargeAreaEmphasis_32_binCount,0.9225268837321844,0.9162585230467352,0.9283435931089064
log-sigma-3-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_32_binCount,0.8842428147800178,0.8750779420361152,0.8927737636940536
log-sigma-3-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_32_binCount,0.9547907706287996,0.9510666899247002,0.9582375204885586
log-sigma-3-mm-3D_glszm_LowGrayLevelZoneEmphasis_32_binCount,0.5762987606820232,0.5485911875983682,0.6027417382615567
log-sigma-3-mm-3D_glszm_SizeZoneNonUniformity_32_binCount,0.8153181868225909,0.8012718371310585,0.8284662734253855
log-sigma-3-mm-3D_glszm_SizeZoneNonUniformityNormalized_32_binCount,0.6801702599585054,0.6577860715530992,0.7013543060162502
log-sigma-3-mm-3D_glszm_SmallAreaEmphasis_32_binCount,0.63657090697022,0.6118403010319912,0.6600584491850661
log-sigma-3-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_32_binCount,0.5557375738452413,0.5270918196981433,0.583121867168758
log-sigma-3-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_32_binCount,0.41416758088922084,0.38002494631876077,0.44718273815627924
log-sigma-3-mm-3D_glszm_ZoneEntropy_32_binCount,0.8783556050026787,0.8687567938351558,0.8872947062974021
log-sigma-3-mm-3D_glszm_ZonePercentage_32_binCount,0.9069699739338738,0.8995083246410431,0.9139026881184952
log-sigma-3-mm-3D_glszm_ZoneVariance_32_binCount,0.9225817632683039,0.9163176497610015,0.9283945056226895
log-sigma-3-mm-3D_gldm_DependenceEntropy_32_binCount,0.9051564878429679,0.8975571734628899,0.9122181441042038
log-sigma-3-mm-3D_gldm_DependenceNonUniformity_32_binCount,0.996650628643146,0.9963683241200874,0.996911024585579
log-sigma-3-mm-3D_gldm_DependenceNonUniformityNormalized_32_binCount,0.8902874915216876,0.8815715458379629,0.898396644513308
log-sigma-3-mm-3D_gldm_DependenceVariance_32_binCount,0.8976151876407307,0.889447623713262,0.9052096589761265
log-sigma-3-mm-3D_gldm_GrayLevelNonUniformity_32_binCount,0.9847497551778274,0.9834725338710565,0.9859289744980334
log-sigma-3-mm-3D_gldm_GrayLevelVariance_32_binCount,0.8204131466170219,0.8067131303717763,0.8332317600680862
log-sigma-3-mm-3D_gldm_HighGrayLevelEmphasis_32_binCount,0.5718417383133151,0.5439279739288906,0.598491233033883
log-sigma-3-mm-3D_gldm_LargeDependenceEmphasis_32_binCount,0.913883142078345,0.9069492579138007,0.9203219355277669
log-sigma-3-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_32_binCount,0.8019507075956963,0.7870066342853271,0.8159542429166665
log-sigma-3-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_32_binCount,0.8459901788135232,0.8340648038166962,0.857125369448468
log-sigma-3-mm-3D_gldm_LowGrayLevelEmphasis_32_binCount,0.6553657132477989,0.6316216720028539,0.6778814070060577
log-sigma-3-mm-3D_gldm_SmallDependenceEmphasis_32_binCount,0.8908875353801139,0.8822156120207382,0.8989552480343439
log-sigma-3-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_32_binCount,0.9106567029415543,0.903475827148951,0.9173265566989687
log-sigma-3-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_32_binCount,0.7502624148202801,0.7320000715383743,0.7674475055044291
log-sigma-3-mm-3D_ngtdm_Busyness_32_binCount,0.9964956526627501,0.9962002792547591,0.9967681023254873
log-sigma-3-mm-3D_ngtdm_Coarseness_32_binCount,0.9708120737050229,0.9683863607686997,0.9730542234332281
log-sigma-3-mm-3D_ngtdm_Complexity_32_binCount,0.7917091432732084,0.7760899900873003,0.8063576489846159
log-sigma-3-mm-3D_ngtdm_Contrast_32_binCount,0.8539188154918049,0.8425538711716647,0.864523738207363
log-sigma-3-mm-3D_ngtdm_Strength_32_binCount,0.9116675358352523,0.9045643578411269,0.9182647483666754
log-sigma-4-mm-3D_firstorder_10Percentile_32_binCount,0.8834534287033045,0.8742299551413301,0.8920394385890023
log-sigma-4-mm-3D_firstorder_90Percentile_32_binCount,0.9847402439525583,0.9834622539362,0.9859201768406124
log-sigma-4-mm-3D_firstorder_Energy_32_binCount,0.9964662823093311,0.9961684579819157,0.996740996090475
log-sigma-4-mm-3D_firstorder_Entropy_32_binCount,0.8482574306555929,0.836490198676677,0.8592426929340183
log-sigma-4-mm-3D_firstorder_InterquartileRange_32_binCount,0.884525566136511,0.8753813032121034,0.8930370962712353
log-sigma-4-mm-3D_firstorder_Kurtosis_32_binCount,0.7798839090682578,0.7634952538950843,0.7952688682971029
log-sigma-4-mm-3D_firstorder_Maximum_32_binCount,0.961099889537729,0.9578840203798079,0.9640747096703605
log-sigma-4-mm-3D_firstorder_MeanAbsoluteDeviation_32_binCount,0.8886805074380593,0.8798443445627044,0.8969024914041698
log-sigma-4-mm-3D_firstorder_Mean_32_binCount,0.9685119797573141,0.9658982071638964,0.9709283795419783
log-sigma-4-mm-3D_firstorder_Median_32_binCount,0.9756731874473131,0.9736458877360659,0.9775463102140435
log-sigma-4-mm-3D_firstorder_Minimum_32_binCount,0.8222332134063342,0.8086574243415324,0.8349337135168909
log-sigma-4-mm-3D_firstorder_Range_32_binCount,0.8876614787864971,0.8787498892115859,0.8959543678745849
log-sigma-4-mm-3D_firstorder_RobustMeanAbsoluteDeviation_32_binCount,0.8858941147725646,0.8768511305299168,0.8943104378809033
log-sigma-4-mm-3D_firstorder_RootMeanSquared_32_binCount,0.9683249945135461,0.9656959543220317,0.9707555435876164
log-sigma-4-mm-3D_firstorder_Skewness_32_binCount,0.7378231086743411,0.7187950488839736,0.7557465431254355
log-sigma-4-mm-3D_firstorder_TotalEnergy_32_binCount,0.9964662823093311,0.9961684579819157,0.996740996090475
log-sigma-4-mm-3D_firstorder_Uniformity_32_binCount,0.8732135329390782,0.863238759784983,0.882506666755607
log-sigma-4-mm-3D_firstorder_Variance_32_binCount,0.8505929398692512,0.8389914145316446,0.8614215039407968
log-sigma-4-mm-3D_glcm_Autocorrelation_32_binCount,0.7224975494471101,0.7025471603954484,0.7413130886476332
log-sigma-4-mm-3D_glcm_ClusterProminence_32_binCount,0.7611933565422314,0.7436115346279689,0.7777231915649238
log-sigma-4-mm-3D_glcm_ClusterShade_32_binCount,0.7362450901571074,0.7171211718275035,0.7542611272340569
log-sigma-4-mm-3D_glcm_ClusterTendency_32_binCount,0.8103118646330952,0.7959273193028613,0.8237819581305624
log-sigma-4-mm-3D_glcm_Contrast_32_binCount,0.8590163005995732,0.8480154956190034,0.8692772010068345
log-sigma-4-mm-3D_glcm_Correlation_32_binCount,0.738193746954299,0.7191915149634276,0.7560927214605122
log-sigma-4-mm-3D_glcm_DifferenceAverage_32_binCount,0.8896253376105121,0.8808603169676966,0.8977806154633676
log-sigma-4-mm-3D_glcm_DifferenceEntropy_32_binCount,0.8757536281072784,0.865965531955322,0.8848711128002198
log-sigma-4-mm-3D_glcm_DifferenceVariance_32_binCount,0.8266299229478874,0.8133565084945001,0.83904324474499
log-sigma-4-mm-3D_glcm_Id_32_binCount,0.9081356538795999,0.9007634481117409,0.914984726043444
log-sigma-4-mm-3D_glcm_Idm_32_binCount,0.9062998345746904,0.8987880858335048,0.9132795830262087
log-sigma-4-mm-3D_glcm_Idmn_32_binCount,0.8617709886622359,0.850967990347846,0.8718451473830663
log-sigma-4-mm-3D_glcm_Idn_32_binCount,0.8926892722802785,0.8841526901435333,0.9006300347831708
log-sigma-4-mm-3D_glcm_Imc1_32_binCount,0.7835027656073824,0.7673441744004188,0.7986667684724443
log-sigma-4-mm-3D_glcm_Imc2_32_binCount,0.704982585138439,0.6840078348840668,0.7247928041575583
log-sigma-4-mm-3D_glcm_InverseVariance_32_binCount,0.8516186548152216,0.8400898606951119,0.8623784336786862
log-sigma-4-mm-3D_glcm_JointAverage_32_binCount,0.7163109620828872,0.6959942309295921,0.7354816120773795
log-sigma-4-mm-3D_glcm_JointEnergy_32_binCount,0.8936163575388417,0.8851493082295875,0.901491882316184
log-sigma-4-mm-3D_glcm_JointEntropy_32_binCount,0.838349938164877,0.8258877224891794,0.8499934770085861
log-sigma-4-mm-3D_glcm_MCC_32_binCount,0.5672931192615812,0.5391777054625275,0.594145937962583
log-sigma-4-mm-3D_glcm_MaximumProbability_32_binCount,0.8735782424407581,0.8636304598515802,0.8828460069149455
log-sigma-4-mm-3D_glcm_SumAverage_32_binCount,0.7163109597551833,0.695994228464622,0.7354816098828038
log-sigma-4-mm-3D_glcm_SumEntropy_32_binCount,0.8292503564135664,0.8161557171205818,0.8414936701249122
log-sigma-4-mm-3D_glcm_SumSquares_32_binCount,0.8167226151547924,0.802771188500419,0.8297803242438396
log-sigma-4-mm-3D_glrlm_GrayLevelNonUniformity_32_binCount,0.9975745369091645,0.997369995405247,0.9977631896393097
log-sigma-4-mm-3D_glrlm_GrayLevelNonUniformityNormalized_32_binCount,0.8636233003660921,0.8529531719723416,0.8735719978762119
log-sigma-4-mm-3D_glrlm_GrayLevelVariance_32_binCount,0.8239411135697038,0.8104815680111745,0.8365310402310095
log-sigma-4-mm-3D_glrlm_HighGrayLevelRunEmphasis_32_binCount,0.6980995510030519,0.676724558477236,0.7182986134180446
log-sigma-4-mm-3D_glrlm_LongRunEmphasis_32_binCount,0.9384560081272625,0.9334321624612631,0.9431118938937885
log-sigma-4-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_32_binCount,0.870772128731807,0.8606202345875873,0.8802322405498827
log-sigma-4-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_32_binCount,0.6232561338312179,0.5978355313271223,0.6474242884053982
log-sigma-4-mm-3D_glrlm_LowGrayLevelRunEmphasis_32_binCount,0.7074311932485821,0.6865953222285605,0.727105943838978
log-sigma-4-mm-3D_glrlm_RunEntropy_32_binCount,0.727906380658333,0.7082795189134071,0.7464087433125999
log-sigma-4-mm-3D_glrlm_RunLengthNonUniformity_32_binCount,0.9838616849775454,0.9825108637028988,0.9851089635262398
log-sigma-4-mm-3D_glrlm_RunLengthNonUniformityNormalized_32_binCount,0.9291987112414204,0.9234489087990594,0.9345313698730114
log-sigma-4-mm-3D_glrlm_RunPercentage_32_binCount,0.9390029990717045,0.9340221534929292,0.9436188115533651
log-sigma-4-mm-3D_glrlm_RunVariance_32_binCount,0.9417097379824387,0.936942798703972,0.9461263601027863
log-sigma-4-mm-3D_glrlm_ShortRunEmphasis_32_binCount,0.9313444517449296,0.9257622368003179,0.9365207848976509
log-sigma-4-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_32_binCount,0.7098960349693506,0.6892031647821474,0.7294317764662162
log-sigma-4-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_32_binCount,0.7295405330878864,0.7100124466159089,0.7479474245978152
log-sigma-4-mm-3D_glszm_GrayLevelNonUniformity_32_binCount,0.9641812533860361,0.961215414882256,0.9669241437725629
log-sigma-4-mm-3D_glszm_GrayLevelNonUniformityNormalized_32_binCount,0.7103313979425273,0.6896634410433159,0.7298428683645064
log-sigma-4-mm-3D_glszm_GrayLevelVariance_32_binCount,0.7628840013255273,0.7454080969912874,0.7793119328633041
log-sigma-4-mm-3D_glszm_HighGrayLevelZoneEmphasis_32_binCount,0.5735022493691838,0.5456703548759645,0.6000705677116027
log-sigma-4-mm-3D_glszm_LargeAreaEmphasis_32_binCount,0.9347194678768078,0.9294016569841768,0.9396492743818121
log-sigma-4-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_32_binCount,0.9006158128315869,0.892674017112246,0.9079985515802935
log-sigma-4-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_32_binCount,0.9636798582416979,0.9606732597121345,0.966460547492931
log-sigma-4-mm-3D_glszm_LowGrayLevelZoneEmphasis_32_binCount,0.5958588379497927,0.5690825152047767,0.6213727836171458
log-sigma-4-mm-3D_glszm_SizeZoneNonUniformity_32_binCount,0.8096187117794125,0.7951892957884654,0.8231318073413104
log-sigma-4-mm-3D_glszm_SizeZoneNonUniformityNormalized_32_binCount,0.7443888817469404,0.7257619194465702,0.7619251341330492
log-sigma-4-mm-3D_glszm_SmallAreaEmphasis_32_binCount,0.7047930303165425,0.6838029249039778,0.7246175207581151
log-sigma-4-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_32_binCount,0.6786978362755957,0.656228425668707,0.6999646820535267
log-sigma-4-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_32_binCount,0.43729595642953284,0.40394059805829874,0.46949021743144737
log-sigma-4-mm-3D_glszm_ZoneEntropy_32_binCount,0.9129054895971437,0.9058971496810648,0.9194139913212832
log-sigma-4-mm-3D_glszm_ZonePercentage_32_binCount,0.9248965008839596,0.9188116325052981,0.9305418350199741
log-sigma-4-mm-3D_glszm_ZoneVariance_32_binCount,0.9348238476365061,0.9295142273131484,0.9397460191541077
log-sigma-4-mm-3D_gldm_DependenceEntropy_32_binCount,0.930131263084848,0.9244539766589178,0.9353962343398533
log-sigma-4-mm-3D_gldm_DependenceNonUniformity_32_binCount,0.9975865036261882,0.9973829539360438,0.9977742391799791
log-sigma-4-mm-3D_gldm_DependenceNonUniformityNormalized_32_binCount,0.9109500626260704,0.9037917396303126,0.9175988319464651
log-sigma-4-mm-3D_gldm_DependenceVariance_32_binCount,0.9291401365067365,0.9233854012105085,0.9344773461958498
log-sigma-4-mm-3D_gldm_GrayLevelNonUniformity_32_binCount,0.9891621659205846,0.988252363418805,0.9900018666590114
log-sigma-4-mm-3D_gldm_GrayLevelVariance_32_binCount,0.8312332646288112,0.8182758266729925,0.8433463795006304
log-sigma-4-mm-3D_gldm_HighGrayLevelEmphasis_32_binCount,0.7087138467988839,0.6879522218555494,0.7283163998229181
log-sigma-4-mm-3D_gldm_LargeDependenceEmphasis_32_binCount,0.9409487433908873,0.9361215476215786,0.9454214604572935
log-sigma-4-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_32_binCount,0.8798493941151889,0.8703608092025683,0.8886848392262228
log-sigma-4-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_32_binCount,0.6614339822547954,0.6380194228417683,0.6836266550851083
log-sigma-4-mm-3D_gldm_LowGrayLevelEmphasis_32_binCount,0.699720307541211,0.6784381229290843,0.7198289984643578
log-sigma-4-mm-3D_gldm_SmallDependenceEmphasis_32_binCount,0.911533343461649,0.9044195166783907,0.9181404651047392
log-sigma-4-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_32_binCount,0.916592221692362,0.9098661803690399,0.9228366383130873
log-sigma-4-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_32_binCount,0.7818186579553762,0.7655420975982532,0.7970943359143063
log-sigma-4-mm-3D_ngtdm_Busyness_32_binCount,0.9977503507123019,0.9975606107203076,0.9979253482539927
log-sigma-4-mm-3D_ngtdm_Coarseness_32_binCount,0.97415794563883,0.9720061781622475,0.9761463171879448
log-sigma-4-mm-3D_ngtdm_Complexity_32_binCount,0.849464562299239,0.8377845714517158,0.860367554311836
